"word","totalCount","readFreq","deleteFreq"," followUpFreq","ignoreFreq"
"through",11,0.5,0.5,0.5,0.501514864608976
"tiffany",11,0.5,0.5,0.5,0.501514864608976
"time",1,0.5,0.501317523056653,0.5,0.5
"times",11,0.5,0.5,0.5,0.501514864608976
"tips",11,0.5,0.5,0.5,0.501514864608976
"to",31,0.5,0.50395256916996,0.5,0.503597803446317
"tools",11,0.5,0.5,0.5,0.501514864608976
"top",29,0.5,0.5,0.5,0.504165877674683
"toronto",10,0.535294117647059,0.5,0.5,0.500757432304488
"track",28,0.5,0.5,0.5,0.503976519598561
"trade",11,0.5,0.5,0.5,0.501514864608976
"trainer",11,0.5,0.5,0.5,0.501514864608976
"transmitted",11,0.5,0.507905138339921,0.5,0.5
"travelling",11,0.5,0.5,0.5,0.501514864608976
"tri",11,0.5,0.5,0.5,0.501514864608976
"trio",11,0.5,0.5,0.5,0.501514864608976
"trusts",11,0.5,0.5,0.5,0.501514864608976
"tuesday",11,0.5,0.5,0.5,0.501514864608976
"u",43,0.5,0.5,0.5,0.505680742283658
"undergraduate",23,0.523529411764706,0.5,0.5,0.501514864608976
"understand",11,0.5,0.5,0.5,0.501514864608976
"understandings",11,0.5,0.5,0.5,0.501514864608976
"undertaking",11,0.5,0.5,0.5,0.501514864608976
"united",11,0.5,0.5,0.5,0.501514864608976
"university",12,0.523529411764706,0.5,0.5,0.501704222685098
"unsubscribe",23,0.5,0.5,0.5,0.503219087294073
"upcoming",11,0.5,0.5,0.5,0.501514864608976
"update",11,0.5,0.5,0.5,0.501514864608976
"urban",29,0.5,0.5,0.5,0.504165877674683
"us",33,0.5,0.5,0.5,0.504544593826927
"use",17,0.5,0.509222661396574,0.5,0.5
"useful",11,0.5,0.5,0.5,0.501514864608976
"using",11,0.5,0.507905138339921,0.5,0.5
"utam",11,0.5,0.5,0.5,0.501514864608976
"utoronto",35,0.558823529411765,0.5,0.5,0.504544593826927
"utstat",23,0.535294117647059,0.5,0.5,0.5
"utsu",11,0.5,0.5,0.5,0.501514864608976
"valuable",11,0.5,0.5,0.5,0.501514864608976
"van",11,0.5,0.5,0.5,0.501514864608976
"varsity",29,0.5,0.5,0.5,0.504165877674683
"vendeville",11,0.5,0.5,0.5,0.501514864608976
"verma",11,0.5,0.5,0.5,0.501514864608976
"via",11,0.5,0.5,0.5,0.501514864608976
"vice",11,0.5,0.5,0.5,0.501514864608976
"victims",11,0.5,0.5,0.5,0.501514864608976
"view",23,0.5,0.5,0.5,0.503219087294073
"views",23,0.5,0.510540184453228,0.5,0.5
"viruses",11,0.5,0.507905138339921,0.5,0.5
"vision",11,0.5,0.5,0.5,0.501514864608976
"visit",11,0.5,0.5,0.5,0.501514864608976
"w",1,0.5,0.501317523056653,0.5,0.5
"want",11,0.5,0.5,0.5,0.501514864608976
"was",29,0.5,0.507905138339921,0.5,0.501514864608976
"waterfront",11,0.5,0.5,0.5,0.501514864608976
"ways",11,0.5,0.5,0.5,0.501514864608976
"we",38,0.5,0.507905138339921,0.5,0.504165877674683
"wealth",11,0.5,0.5,0.5,0.501514864608976
"website",11,0.5,0.5,0.5,0.501514864608976
"week",11,0.5,0.5,0.5,0.501514864608976
"weekly",1,0.5,0.501317523056653,0.5,0.5
"welcome",1,0.5,0.501317523056653,0.5,0.5
"where",23,0.5,0.507905138339921,0.5,0.501514864608976
"who",23,0.5,0.5,0.5,0.503219087294073
"whom",23,0.5,0.507905138339921,0.5,0.501514864608976
"why",11,0.5,0.5,0.5,0.501514864608976
"will",34,0.5,0.501317523056653,0.5,0.504165877674683
"wish",23,0.5,0.507905138339921,0.5,0.5
"with",2,0.5,0.507905138339921,0.5,0.505302026131415
"work",23,0.5,0.5,0.5,0.503219087294073
"world",11,0.5,0.5,0.5,0.501514864608976
"write",11,0.5,0.5,0.5,0.501514864608976
"writes",11,0.5,0.5,0.5,0.501514864608976
"www",29,0.535294117647059,0.507905138339921,0.5,0.5
"year",29,0.5,0.5,0.5,0.504165877674683
"years",11,0.5,0.5,0.5,0.501514864608976
"yoonhee",11,0.5,0.5,0.5,0.501514864608976
"york",1,0.5,0.501317523056653,0.5,0.5
"you",16,0.5,0.50395256916996,0.5,0.501136148456732
"your",13,0.5,0.515810276679842,0.5,0.500189358076122
